city,Branch,Latitude,Longitude,Rating,Review Text,Review Date,clean_text,label
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل أسبوع,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل أسبوع,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,3,جيد جدا,قبل أسبوع,جيد جدا,neutral
Riyadh,Al Yasmin,24.8074386,46.661363,1,المكان مرتب والقعدة جيده ولكن الصراحه ما عجبني نهائياً  من ناحية الطعم  الوافل يابس والحشوه قليله والأسعار بشكل عام  أعلى بكتير من الجودة المقدمة ما انصح بتجربته,قبل أسبوع,المكان مرتب والقعده جيده ولكن الصراحه ما عجبني نهاييا من ناحيه الطعم الوافل يابس والحشوه قليله والاسعار بشكل عام اعلي بكتير من الجوده المقدمه ما انصح بتجربته,negative
Riyadh,Al Yasmin,24.8074386,46.661363,5,ممتاز,قبل أسبوع,ممتاز,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,كلاسك شوكلت,قبل أسبوع,كلاسك شوكلت,positive
Riyadh,Al Yasmin,24.8074386,46.661363,1,الوافل وصلني بارد وغير طازج وايضاً الطعم متواضع جدا القهوة كانت حلوة,قبل أسبوع,الوافل وصلني بارد وغير طازج وايضا الطعم متواضع جدا القهوه كانت حلوه,negative
Riyadh,Al Yasmin,24.8074386,46.661363,5,"تجربة صراحة جميلة وكلمة حق تنقال الوافل لذيذ مرة
والقهوة مميزة مميزة عن الغير جربت انواع بس قهوتهم حلوة أخذ قهوة اليوم باردة اثيوبيا صراحة كانها v60 ماشاء الله 🤩👌🏼",قبل أسبوع,تجربه صراحه جميله وكلمه حق تنقال الوافل لذيذ مره والقهوه مميزه مميزه عن الغير جربت انواع بس قهوتهم حلوه اخذ قهوه اليوم بارده اثيوبيا صراحه كانها v60 ماشاء الله,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,جربت الوافل اللي بالكاسترد جداً لذيذ,قبل أسبوعين,جربت الوافل اللي بالكاسترد جدا لذيذ,positive
Riyadh,Al Yasmin,24.8074386,46.661363,4,,قبل أسبوعين,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,المكان صغير بس يحسسك بدفى عجبني وعجبتتى الأجواء وبعد كمان الاكل حبيت,قبل أسبوعين,المكان صغير بس يحسسك بدفي عجبني وعجبتتي الاجواء وبعد كمان الاكل حبيت,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل أسبوعين,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل أسبوعين,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,3,مكان هادي ومرتب وماشاءالله عندهم زباين وزحمه طلبت نوعين قهوة اليوم كولمبي واثيوبي بارده كلها حلوه كانت اول زياره لي..,قبل أسبوعين,مكان هادي ومرتب وماشاءالله عندهم زباين وزحمه طلبت نوعين قهوه اليوم كولمبي واثيوبي بارده كلها حلوه كانت اول زياره لي,neutral
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل أسبوعين,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,3,لذيذ الوافل بس الاسعار نار وماينفع ينطلب للجمعات غالي مره,قبل أسبوعين,لذيذ الوافل بس الاسعار نار وماينفع ينطلب للجمعات غالي مره,neutral
Riyadh,Al Yasmin,24.8074386,46.661363,5,وافل لذيذ بنكهات حلوه كل شهر نكهه مختلفه,قبل أسبوعين,وافل لذيذ بنكهات حلوه كل شهر نكهه مختلفه,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل أسبوعين,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل أسبوعين,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,Yummmy🫶,قبل 3 أسابيع,yummmy🫶,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,الوافل عندهم لذيذ,قبل 3 أسابيع,الوافل عندهم لذيذ,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل 3 أسابيع,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,4,"لذيذ بشكل عام
الكلاسيك لذيذ افضلة مع السيرب والفواكة
الشوكلاته داكنه ولذيذة المذاق
اومبا اومبا لذيذ لكن دسم",قبل 3 أسابيع,لذيذ بشكل عام الكلاسيك لذيذ افضله مع السيرب والفواكه الشوكلاته داكنه ولذيذه المذاق اومبا اومبا لذيذ لكن دسم,positive
Riyadh,Al Yasmin,24.8074386,46.661363,3,"الوافل فيه زنخ بيض خاصه الي تشيزكيك و حبق
طعم الفليفر يجنن منعش وغريب لكن حرام زناخة البيض واضحه مره💔
الماتشا حلووه بدون فلسفه",قبل 3 أسابيع,الوافل فيه زنخ بيض خاصه الي تشيزكيك و حبق طعم الفليفر يجنن منعش وغريب لكن حرام زناخه البيض واضحه مره الماتشا حلووه بدون فلسفه,neutral
Riyadh,Al Yasmin,24.8074386,46.661363,5,"رحت مساء الجمعة المكان مريح وملموم وريحته بخور، والموظفين محترمين واخلاقهم حلوة صدق، جربت قهوة v60 كولومبي لذيذة

حلو مره انهم موفرين كتب عالطاولات",قبل 3 أسابيع,رحت مساء الجمعه المكان مريح وملموم وريحته بخور، والموظفين محترمين واخلاقهم حلوه صدق، جربت قهوه v60 كولومبي لذيذه حلو مره انهم موفرين كتب عالطاولات,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل 3 أسابيع,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,"وافل الفول السوداني والمربى عاجبني جدا وما اتوقع بتجي نكهة بتغطي عليه ياليت يتثبت على طول

القهوة حليوة والمكان صغير",قبل 3 أسابيع,وافل الفول السوداني والمربي عاجبني جدا وما اتوقع بتجي نكهه بتغطي عليه ياليت يتثبت علي طول القهوه حليوه والمكان صغير,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,ما شالله اشكر طارق على المعاملة الجميله وحسن التعامل حبت الكفي مره اكلهم نظيف وتعامل جميل انشالله اجي كل يوم 🥰,قبل 3 أسابيع,ما شالله اشكر طارق علي المعامله الجميله وحسن التعامل حبت الكفي مره اكلهم نظيف وتعامل جميل انشالله اجي كل يوم,positive
Riyadh,Al Yasmin,24.8074386,46.661363,2,وافل حلووو وخفيف يعطيكم العافيه,قبل 4 أسابيع,وافل حلوو وخفيف يعطيكم العافيه,negative
Riyadh,Al Yasmin,24.8074386,46.661363,4,Love their flavors. Unique and creative.,قبل 4 أسابيع,love their flavors unique and creative,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل 4 أسابيع,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,4,"الكاسترد وافل حقهم يييججنننن
برضو الوافل العادي حلو وايس كريم الفانيليا فيه نكهه فانيليا قويه بس حلوه",قبل 4 أسابيع,الكاسترد وافل حقهم ييججنن برضو الوافل العادي حلو وايس كريم الفانيليا فيه نكهه فانيليا قويه بس حلوه,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل 4 أسابيع,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,كل شيء بدون استثناء لذيذ و فوق الخيال ( اسعار + جودة ) ماشاء الله تبارك الرحمن انا فخورة فيهم الله يوفقهم ومنها للاعلى يارب 👏🏻,قبل 4 أسابيع,كل شيء بدون استثناء لذيذ و فوق الخيال اسعار جوده ماشاء الله تبارك الرحمن انا فخوره فيهم الله يوفقهم ومنها للاعلي يارب,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل 4 أسابيع,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل 4 أسابيع,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,ذقت نكهة الشهر الليمون والفراوله مع الحبق وايسكريم افوغاتو وفلات وايت شيء مبهر 🫡😍,قبل 4 أسابيع,ذقت نكهه الشهر الليمون والفراوله مع الحبق وايسكريم افوغاتو وفلات وايت شيء مبهر,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,Best waffles but the seating area is super small and the tables and charis are super uncomfortable,قبل 4 أسابيع,best waffles but the seating area is super small and the tables and charis are super uncomfortable,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,Love love love. Good price and quality.,قبل 4 أسابيع,love love love good price and quality,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,شغل قوي جدا ومرتب كل التوفيق والنجاح جميع الأصناف عشرة على عشرة كل ما جيت الرياض اسجل زيارة 😊,قبل 4 أسابيع,شغل قوي جدا ومرتب كل التوفيق والنجاح جميع الاصناف عشره علي عشره كل ما جيت الرياض اسجل زياره,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,"Waffles were tasty as usual.
The matcha-to-salted vanilla ratio was good but could use a slight adjustment.
I’d love to see more experimentation with flavors like taro, yuzu with black sesame, ube (on its own or paired with matcha), pandan, or sakura.",تاريخ التعديل: قبل شهر,waffles were tasty as usual the matchatosalted vanilla ratio was good but could use a slight adjustment i’d love to see more experimentation with flavors like taro yuzu with black sesame ube on its own or paired with matcha pandan or sakura,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,2,"سمعت عليه مدح موب طبيعي وجيت اجربه ، حليو لكن ما اكرر الزيارة ..
المكان ضيّق بشكل موب طبيعي حرفياً الطاولات في ممر ونص الطاولات بدون كراسي لان الطاولات الثانية ماخذينها ، يعني تتقهوى وفي وجهك ناس يطلبون والكاشير قدامك
الوافل حليو التشوكلت اللي جوا تجي اعواد مو زي النوتيلا ، وجودة التشوكلت نفسه موب مرة حلو يعني عادي ..
القهوة عادية بشكل عام تقييمي 5/10 ..",قبل شهر,سمعت عليه مدح موب طبيعي وجيت اجربه ، حليو لكن ما اكرر الزياره المكان ضيق بشكل موب طبيعي حرفيا الطاولات في ممر ونص الطاولات بدون كراسي لان الطاولات الثانيه ماخذينها ، يعني تتقهوي وفي وجهك ناس يطلبون والكاشير قدامك الوافل حليو التشوكلت اللي جوا تجي اعواد مو زي النوتيلا ، وجوده التشوكلت نفسه موب مره حلو يعني عادي القهوه عاديه بشكل عام تقييمي 5 10,negative
Riyadh,Al Yasmin,24.8074386,46.661363,5,روعة كل شي فيه زين,قبل شهر,روعه كل شي فيه زين,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,الخدمة فوق رائعة من الكاشير والموظفين وفلوتد من الكافيهات القليلة الي حافظت على جودة القهوة و الوافل كلها فوق التقيم صراحةً,قبل شهر,الخدمه فوق رايعه من الكاشير والموظفين وفلوتد من الكافيهات القليله الي حافظت علي جوده القهوه و الوافل كلها فوق التقيم صراحه,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,طعم الكركديه ممتاز,قبل شهر,طعم الكركديه ممتاز,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,4,ممتاز لكن السعر مرتفع قليلاً,قبل شهر,ممتاز لكن السعر مرتفع قليلا,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,3,,قبل شهر,,neutral
Riyadh,Al Yasmin,24.8074386,46.661363,1,عادي جدا مافيه فكره بالطعم مارجع له بالتوفيق,قبل شهر,عادي جدا مافيه فكره بالطعم مارجع له بالتوفيق,negative
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,المنتجات جميله والمكان صغير وجميل,قبل شهر,المنتجات جميله والمكان صغير وجميل,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,الذ شي بالحياااة لذيذ لذيذ وش اقول وش اخلي قهوه اليوم تعتبر جيده الوافل الدبل الشوكلت مره لذيذ  الكريم بروليه الذ شي بالحيااااة وضروري تذقون الكليجا,قبل شهر,الذ شي بالحيااه لذيذ لذيذ وش اقول وش اخلي قهوه اليوم تعتبر جيده الوافل الدبل الشوكلت مره لذيذ الكريم بروليه الذ شي بالحيااه وضروري تذقون الكليجا,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,جوه جميل قهوته بطلة مكانه مريح رغم صغره يشتهر بوالوفل ويضبطه بأربع نكهات وفقك الله وشكرا لمكانك المرتب والنعامل الراقي,قبل شهر,جوه جميل قهوته بطله مكانه مريح رغم صغره يشتهر بوالوفل ويضبطه باربع نكهات وفقك الله وشكرا لمكانك المرتب والنعامل الراقي,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,"عجبني اسالو عن نكهة الشهر
انا اخذت وافل تشيز كيك 10/10
وافل كلاسيك 8/10 احس يحتاج صوص
بلاك كوفي 8/10",قبل شهر,عجبني اسالو عن نكهه الشهر انا اخذت وافل تشيز كيك 10 10 وافل كلاسيك 8 10 احس يحتاج صوص بلاك كوفي 8 10,positive
Riyadh,Al Yasmin,24.8074386,46.661363,1,يجب أن يراجع موضوع الوافل - الجودة بدأت في الإنخفاض . وان من عملائها القدامى . كذلك القهوة يجب أن يراجع جودتها . فرع الياسمين,قبل شهر,يجب ان يراجع موضوع الوافل الجوده بدات في الانخفاض وان من عملايها القدامي كذلك القهوه يجب ان يراجع جودتها فرع الياسمين,negative
Riyadh,Al Yasmin,24.8074386,46.661363,5,"تقيمي كتبته بعد ماجربت اكثر من نكهه .. الوافل مقرمش من الخارج وهش من الداخل، وطعمه لذيذ ومتوازن،.
نكهة البينت بتر تفوز 👌 وكان التقديم جميل جدًا والكمية ممتازة.

المكان نظيف وجلساته مريحة، .
والأسعار مناسبة مقارنة بالجودة والطعم ..",تاريخ التعديل: قبل شهر,تقيمي كتبته بعد ماجربت اكثر من نكهه الوافل مقرمش من الخارج وهش من الداخل، وطعمه لذيذ ومتوازن، نكهه البينت بتر تفوز وكان التقديم جميل جدا والكميه ممتازه المكان نظيف وجلساته مريحه، والاسعار مناسبه مقارنه بالجوده والطعم,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,مره حبيت المكان والوافل حلو,قبل شهر,مره حبيت المكان والوافل حلو,positive
Riyadh,Al Yasmin,24.8074386,46.661363,1,"انا أسفه لنفسي قهوتهم مخيبه للآمال وحلاهم برابيس والشرهه على فاهم اللي ذبحنا به التوصيه
كتجربه جرب لكن أتحداك اذا أنت ذويق قهوة ترجع لهم 💔
ماعندهم اسبريسوا سراميك ماعندهم كورتادوا ماعندهم V60",قبل شهر,انا اسفه لنفسي قهوتهم مخيبه للامال وحلاهم برابيس والشرهه علي فاهم اللي ذبحنا به التوصيه كتجربه جرب لكن اتحداك اذا انت ذويق قهوه ترجع لهم ماعندهم اسبريسوا سراميك ماعندهم كورتادوا ماعندهم V60,negative
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,2,"ملاحظاتي كتالي -
النكهات المرغوبه يسوونها مقدما ويقدموها لك باردة
-الي يشتغلون يفتقرون للمهارة فحتى وان طلبتهم يغيروه يبداون يعاملونك كانك بشوارع الهند ويطنشوك

زياراتي مكرره لفلوتد من بعد ما جو الشركه الي اشتغل فيها
لكن للاسف هذا الفرع غير نظرتي للمكان واخر زيارة
اولا لمن تطلب نكهة الشهر تجيك باردة لانها الاكثر طلب ولا علمتهم يسوون نفسهم ما يسمعون لين يطقون كبدك
ثانيا كذا مرة اجيه ولمن اقوله حط لي ستامب لبرنامج الولاء يحط لي واحد رغم اني طالب خمس وافلز على الاقل كل مرة لعائلتي واقله حط لي اكثر يقول ما يسمح وامشيها
-لان بكل الاماكن الي اروح لها ويكون فيها موظفيين سعوديين يحطون لي حتى دون ما اكلمهم-
لكن باخر زيارة ما حط خير شر😅 قلت له حط قال ما ينفع اقوله ليه؟ خربط لي بالكلام واصريت اعرف السبب وقال حاسب وحاسبت وانا اناقشه قال الفاتورة طلعت!! مقدر ما ينفع

بعدها سووا نفسه ما يسمع زي باقي الستاف عشان ما اظلمه
*ملاحظه * كان باقيلي بس اثنين واوصل لنهاية الستامب كارد-
رجاءا ارجعوا للموظفين السعوديين او على الاقل عمالة اجتازت الفحص الطبي السمعي
يعني المكان حده صغير وضيق والقهوة عاديه ما بطقها مشوار عشان وافل بارد وخدمة عملاء سيئه",قبل شهر,ملاحظاتي كتالي النكهات المرغوبه يسوونها مقدما ويقدموها لك بارده الي يشتغلون يفتقرون للمهاره فحتي وان طلبتهم يغيروه يبداون يعاملونك كانك بشوارع الهند ويطنشوك زياراتي مكرره لفلوتد من بعد ما جو الشركه الي اشتغل فيها لكن للاسف هذا الفرع غير نظرتي للمكان واخر زياره اولا لمن تطلب نكهه الشهر تجيك بارده لانها الاكثر طلب ولا علمتهم يسوون نفسهم ما يسمعون لين يطقون كبدك ثانيا كذا مره اجيه ولمن اقوله حط لي ستامب لبرنامج الولاء يحط لي واحد رغم اني طالب خمس وافلز علي الاقل كل مره لعايلتي واقله حط لي اكثر يقول ما يسمح وامشيها لان بكل الاماكن الي اروح لها ويكون فيها موظفيين سعوديين يحطون لي حتي دون ما اكلمهم لكن باخر زياره ما حط خير شر قلت له حط قال ما ينفع اقوله ليه؟ خربط لي بالكلام واصريت اعرف السبب وقال حاسب وحاسبت وانا اناقشه قال الفاتوره طلعت مقدر ما ينفع بعدها سووا نفسه ما يسمع زي باقي الستاف عشان ما اظلمه ملاحظه كان باقيلي بس اثنين واوصل لنهايه الستامب كارد رجاءا ارجعوا للموظفين السعوديين او علي الاقل عماله اجتازت الفحص الطبي السمعي يعني المكان حده صغير وضيق والقهوه عاديه ما بطقها مشوار عشان وافل بارد وخدمه عملاء سييه,negative
Riyadh,Al Yasmin,24.8074386,46.661363,5,جربت نكهة الشهر بالفول السوداني والجام لذيذه وقهوتهم حلوه 🤍🤍,قبل شهر,جربت نكهه الشهر بالفول السوداني والجام لذيذه وقهوتهم حلوه,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,"جيت للمكان مرتين وبكل الزيارات كانت الخدمة سريعة والجو العام لطيف..
جربت مشروب لومي طعمه عجييب ليمون فريش مع ليمون اسود وجربت الكركديه المديني طعمه رووعة
وافل كريم بروليه شيء مو عااادي خيالي حرفيًا
واللي يحبون الماتشا انصحهم يجربون افوقادو ماتشا جممميل جدًا",قبل شهر,جيت للمكان مرتين وبكل الزيارات كانت الخدمه سريعه والجو العام لطيف جربت مشروب لومي طعمه عجييب ليمون فريش مع ليمون اسود وجربت الكركديه المديني طعمه رووعه وافل كريم بروليه شيء مو عاادي خيالي حرفيا واللي يحبون الماتشا انصحهم يجربون افوقادو ماتشا جمميل جدا,positive
Riyadh,Al Yasmin,24.8074386,46.661363,4,المكان صغير بس ممكن تلاقي مكان اعطيه وقت وتلاقي والوافل عادي اخذت الكلاسيك وبالبروليه كان طِعم شي يستحق التجربه وصراحة الماتشا بالفانيلا نكهة جديده علي ولذيذة 😋,قبل شهر,المكان صغير بس ممكن تلاقي مكان اعطيه وقت وتلاقي والوافل عادي اخذت الكلاسيك وبالبروليه كان طعم شي يستحق التجربه وصراحه الماتشا بالفانيلا نكهه جديده علي ولذيذه,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,,قبل شهر,,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,لا يفوتكم اومبا لومبا 😋,قبل شهر,لا يفوتكم اومبا لومبا,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,راااائع جدا ، ومشروب اللومي غريب ولذيذ,قبل شهر,راايع جدا ، ومشروب اللومي غريب ولذيذ,positive
Riyadh,Al Yasmin,24.8074386,46.661363,5,"افلح من ذكر الله وصلى على النبي ﷺ

وافل بطريقه جديده ولذيذه
يجي اربع انواع
سادة ب١٥﷼
شكلاطه
كريم بورليه
شكلاطه دبل
خلطة الشيف حقهم

السعر للمحشي تقريباً ٢٣
القهوه مستواها حلو
حجم المكان متوسط",قبل شهر,افلح من ذكر الله وصلي علي النبي ﷺ وافل بطريقه جديده ولذيذه يجي اربع انواع ساده ب١٥ شكلاطه كريم بورليه شكلاطه دبل خلطه الشيف حقهم السعر للمحشي تقريبا ٢٣ القهوه مستواها حلو حجم المكان متوسط,positive
